Construir cosas: ,1,2,4,fm
Armar o ensamblar cosas: ,1,2,4,fm
Trabajar en equipo: ,1,2,4,fm
Ayudar a la gente a resolver sus problemas: ,1,2,4,mb
Cuidar de las personas: ,1,2,4,mb
Estudiar la producción de medicamentos: ,1,2,4,mb
Ser una persona ambiciosa y con varias metas: ,1,2,4,sa
Influir o persuadir a la gente: ,1,2,4,sa
Trabajar en oficinas: ,1,2,4,sa
