Contador Publico ,1,Santo Tomas, Tepepan
Licenciatura en Economía ,1,Santo Tomas
Licenciatura en Negocios Internacionales,1,Santo Tomas, Tepepan
Licenciatura en Relaciones Comerciales,1,Santo Tomas, Tepepan
Ingeniería Matemática ,1,Zacatenco
Licenciatura en Turismo,2,Ticoman
Licenciatura en Administración y Desarrollo Empresarial ,2,Santo Tomas
