Contador Publico ,1,[Santo Tomas, Tepepan]
Licenciatura en Economia ,1, [Santo Tomas]
Licenciatura en Negocios Internacionales ,1,[Santo Tomas, Tepepan]
Licenciatura en Relaciones Comerciales ,1,[Santo Tomas, Tepepan]
Ingenieria Matematica ,1,[Zacatenco]
Licenciatura en Turismo ,2,[Ticoman]
Licenciatura en Administracion y Desarrollo Empresarial ,2,[Santo Tomas]
Licenciatura en Administracion Industrial ,2,[Iztacalco]
